name,country,city,employees,bucket,source,specialty,build_signal,source_url,oncology_tags,score,score_breakdown,exclusion_reason,tier
Hugo Beck Maschinenbau GmbH & Co. KG,DEU,Dettingen an der Erms,44,vaccines,crustdata,"Packaging and Containers Manufacturing / Founded in Dettingen/Erms near Stuttgart in 1955, Hugo Beck is a world leading s",4.761904761904762% growth,https://www.hugobeck.com,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
KERN LIEBERS SMART TEXTILE ELEMENTS,DEU,Schramberg,44,vaccines,crustdata,"Mechanical Or Industrial Engineering / Under the umbrella brand KERN LIEBERS SMART TEXTILE ELEMENTS, you will find a co",10.0% growth,http://www.kern-liebers-textile.com,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
Strautmann Umwelttechnik GmbH,DEU,Glandorf,44,vaccines,crustdata,Machinery Manufacturing / Since 1994 Strautmann has developed and produced exceptional innovations in the ,18.91891891891892% growth,http://www.strautmann-umwelt.com,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
WATERROWER | NOHRD,DEU,Germany,44,vaccines,crustdata,Sporting Goods Manufacturing / Innovative exercise equipment made of wood.WaterRower Ltd. has been in Germany s,12.82051282051282% growth,https://www.nohrd.com,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
A+F Automation + Fördertechnik GmbH,DEU,Kirchlengern,43,vaccines,crustdata,"Machinery Manufacturing / A+F was founded in 1974 and, as a leading supplier of end-of-line packaging mach",-2.272727272727273% growth,http://www.af-gmbh.de,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
ARCOLOR AG,CHE,Waldstatt,43,vaccines,crustdata,Chemical Manufacturing / Water-based printing inks for the highest standards.ARCOLOR develops innovative ,-6.521739130434782% growth,http://www.arcolor.ch,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
FactoryPal,DEU,Berlin,43,vaccines,crustdata,IT Services and IT Consulting / FactoryPal revolutionizes manufacturing to improve shopfloor performance by syne,-10.416666666666668% growth,https://www.factorypal.com,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
LANG Technik GmbH,DEU,Holzmaden,43,vaccines,crustdata,"Machinery Manufacturing / LANG Technik, a family-owned company from Stuttgart/ Germany, is regarded as one",2.380952380952381% growth,http://www.lang-technik.de,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
Schröder Group,DEU,Wessobrunn,43,vaccines,crustdata,Machinery Manufacturing / Die Schröder Group besteht aus der Hans Schröder Maschinenbau GmbH mit Sitz in W,22.857142857142858% growth,http://www.schroedergroup.eu,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
Candera,AUT,Linz,42,vaccines,crustdata,Software Development / Candera was founded with one clear goal: transforming technology interactions th,7.6923076923076925% growth,http://www.cgistudio.at,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
GETT.GERMANY,DEU,Treuen,42,vaccines,crustdata,"Computer Hardware Manufacturing / Intelligent Operating Solutions – ""Made in Germany""GETT.GERMANY is part of the G",-4.545454545454546% growth,http://www.gett-group.com,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
HighTec EDV-Systeme GmbH,DEU,Saarbrücken,42,vaccines,crustdata,Embedded Software Products / HighTec EDV-Systeme is the world’s largest commercial provider of compilers usin,13.513513513513514% growth,https://hightec-rt.com/,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
Speedmaster GmbH,AUT,Eberstallzell,42,vaccines,crustdata,"Furniture / Today, Speedmaster is a state-of-the-art producer of furniture parts. We supply ",0.0% growth,https://www.speedmaster.at,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
"Test & Measurement Systems, Kleinknecht",DEU,Siegen,42,vaccines,crustdata,"Machinery Manufacturing / Creating InnovationsKleinknecht is a general supplier for testing technology, ma",-4.545454545454546% growth,http://www.kleinknecht.de,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
Andersen Europe,DEU,Berlin,41,vaccines,crustdata,IT Services and IT Consulting / Andersen – your reliable software development partner in Europe Andersen is a gl,32.25806451612903% growth,https://andersenlab.com,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
ELB-KEHREN GmbH,DEU,Aschaffenburg,41,vaccines,crustdata,"Machinery Manufacturing / ELB-KEHREN GmbH specialize in the development, manufacture, and distribution of ",-14.583333333333334% growth,https://www.elb-schliff.de/,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
Hänsel Processing GmbH,DEU,Hannover,41,vaccines,crustdata,"Machinery Manufacturing / Hänsel Processing – to make your sweet dreams come trueFor over 100 years, Hänse",5.128205128205128% growth,https://www.haensel-processing.de/,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
OTT-JAKOB Spanntechnik GmbH,DEU,Lengenwang,41,vaccines,crustdata,Machinery Manufacturing / OTT-JAKOB Spanntechnik GmbH has specialised in the manufacture of tool clamping ,5.128205128205128% growth,http://www.ott-jakob.de/,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
HighPots,CHE,Basel,40,vaccines,crustdata,IT Services and IT Consulting / HighPots is a high-performant consulting company with extraordinary skilled peop,0.0% growth,https://highpots.com,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
ILI.DIGITAL GmbH,DEU,Karlsruhe,40,vaccines,crustdata,"Software Development / 🚀 We make corporates entrepreneurs again 🚀 At ILI.DIGITAL, we aren't just a soft",2.564102564102564% growth,https://ili.digital,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
NCT Heidelberg / DKFZ GMP & T-Cell Manufacturing Unit,DEU,Heidelberg,40–60,academic_gmp,research,"CAR-T, TCR-T, autologous cell therapy",,https://www.nct-heidelberg.de/,oncology_celltherapy,3,industry=1/3 capability=2/2 size=0/2 trigger=0/2,,Tier 3
Scanbot SDK,DEU,Bonn,40,vaccines,crustdata,IT Services and IT Consulting / Bringing the power of computer vision and machine learning into the hands of eve,-37.5% growth,https://scanbot.io/,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
SETEX Schermuly textile computer GmbH,DEU,Mengerskirchen,40,vaccines,crustdata,Automation Machinery Manufacturing / We help machine builders and textile finishers to realize production efficiently,11.11111111111111% growth,https://www.setex-germany.com,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
SKET Verseilmaschinenbau GmbH,DEU,Magdeburg,40,vaccines,crustdata,Machinery Manufacturing / The services and products provides by the stranding machinery company SKET Verse,14.285714285714285% growth,http://sketvmb.de,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
WASSERMANN TECHNOLOGIE GmbH,DEU,Eichenzell,40,vaccines,crustdata,Automation Machinery Manufacturing / WASSERMANN TECHNOLOGIE – End-to-End Automation and ManufacturingAutomation solut,8.108108108108109% growth,http://www.wassermann-group.com,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
Helmholtz AI,DEU,Oberschleißheim,39,vaccines,crustdata,Research Services / We are a research-driven hub for applied AI that aims to enable the efficient an,-13.333333333333334% growth,http://www.helmholtz.ai,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
HILGER & KERN GROUP,DEU,Mannheim,39,vaccines,crustdata,Machinery Manufacturing / Three powerful brands and more than 90 years of experience determine what we are,-7.142857142857142% growth,http://www.hilger-kern-group.com,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
SLF Oberflächentechnik GmbH,DEU,Emsdetten,39,vaccines,crustdata,"Machinery Manufacturing / We are a Germany-based, familiy-owned company and one of the leading suppliers o",-2.5% growth,http://www.slf.eu,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
Smart Steel Technologies,DEU,Berlin,39,vaccines,crustdata,Software Development / Smart Steel Technologies builds the AI-based process control system for steel an,-2.5% growth,http://www.smart-steel-technologies.com,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
tiergesundheitsdienst bayern e.V.,DEU,Poing,39,veterinary_pharma,crustdata,Veterinary Services / The mission of the Bavarian Animal Health Services is to support and ensure anim,5.405405405405405% growth,http://www.tgd-bayern.de/,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
XRAY-LAB,DEU,Sternenfels,39,vaccines,crustdata,Industrial Machinery Manufacturing / Stuttgart I Wolfsburg I Detroit I Tuscaloosa I Bratislava I Pilsen3D-CT Computed,14.705882352941178% growth,https://xray-lab.com,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
Aalen University - Materials Research Institute Aalen (IMFAA),DEU,Aalen,38,vaccines,crustdata,Higher Education / The Materials Research Institute (Institut für Materialforschung Aalen IMFAA) is,-11.627906976744185% growth,https://www.hs-aalen.de/de/facilities/90,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
MAFAC - E. Schwarz GmbH & Co. KG,DEU,Alpirsbach,38,vaccines,crustdata,Machinery Manufacturing / MAFAC is the pioneer and technology leader in the field of industrial parts clea,11.76470588235294% growth,https://www.mafac.de/de/,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
Avanco GmbH,DEU,Herford,37,vaccines,crustdata,"Machinery Manufacturing / The AVANCO Group is a globally leading company engaged in the development, manuf",0.0% growth,https://www.avanco.de,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
Cantourage,DEU,Berlin,37,medical_cannabis,crustdata+research,Pharmaceutical Manufacturing / Cantourage is a leading European medical cannabis provider. The Berlin-based com,Active Bavaria GMP processing site; growing capacity post-2024 legalization,http://www.cantourage.com,,3,industry=2/3 capability=1/2 size=0/2 trigger=0/2,,Tier 3
EMF Motor,DEU,Worms,37,vaccines,crustdata,"Engines and Power Transmission Equipment Manufacturing / EMF Motor is a multinational torque motor producer, supporting the machine produ",-5.128205128205128% growth,http://www.emfmotor.com,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
IMI Bahr,DEU,Luhden,37,vaccines,crustdata,"Automation Machinery Manufacturing / We create solutions for our customers which enable smarter, safer, more producti",2.7777777777777777% growth,http://www.bahr-modultechnik.de,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
LOOPING GROUP,DEU,Munich,37,vaccines,crustdata,"Advertising Services / LOOPING GROUP represent a new breed of companies embracing digital, data analyti",-7.5% growth,http://looping.group,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
pro4dynamix GmbH,DEU,Tettnang,37,vaccines,crustdata,Software Development / pro4dynamix GmbH from Tettnang (Germany) is specialized in implementing and deve,12.121212121212121% growth,http://pro4dynamix.com,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
SIG allCap AG,CHE,Neuhausen,37,vaccines,crustdata,Packaging and Containers Manufacturing / The core competencies of SIG allCap are the injection molding of spouts for beve,0.0% growth,http://www.sig.biz,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
TEXPA,DEU,Saal an der Saale,37,vaccines,crustdata,Machinery Manufacturing / With more than 70 years of expertise in machine manufacturing and a focus on hom,15.625% growth,https://www.texpa.de,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
AXEPTA SA,CHE,Geneva,36,veterinary_pharma,crustdata,Staffing and Recruiting / The Axepta Group is specialised in project management and recruitment of profess,2.857142857142857% growth,http://www.axepta-group.com,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
Ballerina-Küchen Heinz-Erwin Ellersiek GmbH,DEU,Rödinghausen,36,vaccines,crustdata,"Furniture and Home Furnishings Manufacturing / PhilosophyIndividual, uncomplicated, for everyday useA kitchen should be a pleas",16.129032258064516% growth,http://www.ballerina.de,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
Brother Central and Eastern Europe GmbH,AUT,Vienna,36,vaccines,crustdata,"IT Services and IT Consulting / The Brother Group of Nagoya, Japan is a truly multinational company with manufac",16.129032258064516% growth,http://www.brother.eu,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
EUROBEND,DEU,Stein bei Nürnberg,36,vaccines,crustdata,Industrial Machinery Manufacturing / EUROBEND has been involved for more than three decades in the manufacturing of a,0.0% growth,http://www.eurobend.com,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
European Vaccine Initiative (EVI),DEU,Heidelberg,36,vaccines,crustdata,Non-profit Organizations / EVI seeks to support disease of poverty vaccine candidates. We act as a force to,24.137931034482758% growth,http://www.euvaccine.eu,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
FerRobotics,AUT,Lichtenberg,36,vaccines,crustdata,Industrial Machinery Manufacturing / FerRobotics Compliant Robot Technology is a world leader in the development and ,-5.263157894736842% growth,http://www.ferrobotics.com,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
Health Angels,DEU,Hamburg,36,veterinary_pharma,crustdata,Marketing Services / health angels ist die Agentur für Gesundheitskommunikation. Wir übersetzen Wisse,28.57142857142857% growth,https://health-angels.agency,oncology_general,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
Medropharm GmbH,CHE,Kradolf,~35,medical_cannabis,research,Extraction + formulation (Swiss EU-GMP cannabis API/extracts),,https://medropharm.ch,,3,industry=2/3 capability=1/2 size=0/2 trigger=0/2,,Tier 3
MHH Hannover IFB-Tx GMP-Einrichtung,DEU,Hannover,35–55,academic_gmp,research,"CAR-T, hepatic / paediatric ATMP",,https://www.mhh.de/ifb-tx,oncology_celltherapy,3,industry=1/3 capability=2/2 size=0/2 trigger=0/2,,Tier 3
Charite BCRT / BIH ATMP-Suite,DEU,Berlin,30–50,academic_gmp,research,"CAR-T, MSC, gene therapy translational",,https://bihealth.org/,oncology_celltherapy,3,industry=1/3 capability=2/2 size=0/2 trigger=0/2,,Tier 3
Goethe Universitaet GMP Cell Therapy / Wolfgang-Goethe-Uniklinik,DEU,Frankfurt,30–45,academic_gmp,research,"CAR-NK, allogeneic, paediatric oncology",,https://www.kgu.de/,"oncology_celltherapy,oncology_general",3,industry=1/3 capability=2/2 size=0/2 trigger=0/2,,Tier 3
Nimbus Health (Dr. Reddy's),DEU,Berlin,~30–50,medical_cannabis,research,Manufacturer + wholesaler,Acquired by Dr. Reddy's 2022; ongoing scale-up under Indian pharma parent,https://www.businesswire.com/news/home/20220202005632/en ; https://nimbus.health/,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
Swisscann Tec AG,CHE,Steffisburg / Bern region,~30–60,medical_cannabis,research,Cultivator + EU-GMP producer + wholesaler,Swissmedic GMP cert Dec-2023; high-THC cultivation + EU-GMP pharma manufacturing license,https://swisscanntec.ch/en/,,3,industry=2/3 capability=1/2 size=0/2 trigger=0/2,,Tier 3
Universitaetsklinikum Mainz / TRON ATMP,DEU,Mainz,30–50,academic_gmp,research,"mRNA, neoantigen, CAR-T",,https://www.tron-mainz.de/,oncology_celltherapy,3,industry=1/3 capability=2/2 size=0/2 trigger=0/2,,Tier 3
CHUV Lausanne — Center for Experimental Therapeutics (CTE/LICR),CHE,Lausanne,25–40,academic_gmp,research,"TIL, TCR-T, neoantigen ATMP",,https://www.chuv.ch/,oncology_celltherapy,3,industry=1/3 capability=2/2 size=0/2 trigger=0/2,,Tier 3
FAU Erlangen / Uniklinikum Erlangen ATMP-Herstellung,DEU,Erlangen,25–40,academic_gmp,research,"CAR-T (autoimmune SLE), DC vaccines",,https://www.uk-erlangen.de/,oncology_celltherapy,3,industry=1/3 capability=2/2 size=0/2 trigger=0/2,,Tier 3
Helmholtz Munich (HMGU) Cell Programming & ATMP,DEU,Munich/Neuherberg,25–40,academic_gmp,research,"iPSC, gene therapy, regenerative",,https://www.helmholtz-munich.de/,,3,industry=1/3 capability=2/2 size=0/2 trigger=0/2,,Tier 3
Inselspital Bern Center for Cell & Gene Therapy,CHE,Bern,25–40,academic_gmp,research,"CAR-T, gene therapy, MSC",,https://www.insel.ch/,oncology_celltherapy,3,industry=1/3 capability=2/2 size=0/2 trigger=0/2,,Tier 3
Dermapharm Holding SE,DEU,Grünwald,21,"medical_cannabis,originator_pharma",crustdata+research,Pharmaceutical Manufacturing / Dermapharm is a rapidly growing manufacturer of branded pharmaceuticals. Founded,EUR 60M Brehna sterile + solid-dose 2024–2025,https://ir.dermapharm.de,,3,industry=2/3 capability=1/2 size=0/2 trigger=0/2,,Tier 3
MDC Berlin-Buch / BIH Cell Therapy Platform,DEU,Berlin-Buch,20–35,academic_gmp,research,"iPSC, gene-edited T cells",,https://www.mdc-berlin.de/,,3,industry=1/3 capability=2/2 size=0/2 trigger=0/2,,Tier 3
mediproCan Pharma,DEU,NRW region,~20–30,medical_cannabis,research,Wholesaler + processor (small),EU import + GMP-finishing partnerships,https://mediprocan.com/en/,,3,industry=2/3 capability=1/2 size=0/2 trigger=0/2,,Tier 3
SwissExtract,CHE,Northern CH,~20–40,medical_cannabis,research,Cultivator (organic) + GMP processor,GMP-compliant cultivation focus; supplies Swiss pharmacies,https://swissextract.ch/en/pages/medizinisches-cannabis-aus-der-schweiz,,3,industry=2/3 capability=1/2 size=0/2 trigger=0/2,,Tier 3
