person_name,title,seniority,years_at_company,company,company_linkedin_id,person_linkedin_url,location,headline
Greg Orr,General Manager - USA,Director,0,,69772024,https://www.linkedin.com/in/ACoAAAAL6EMB9nL7quoEMyBgpo5sxTUOy-vs9-4,,GM | Chief Product Officer | Chief Operating Officer | Commercial Growth | Digital Health Leadership | Product Developme
Emma Ludvigsson,Operations Director,Director,1,,17989031,https://www.linkedin.com/in/ACoAAAPKgvQBSOBGr5fLba7hhABE4FVoAPis5ek,,Operations Director @ Global Resilience Partnership | Sustainable Development Professional
Laura MacDonald,"Managing Director, Mortenson Center in Global Engineering & Resilience",Director,7,,71556087,https://www.linkedin.com/in/ACoAAAMkH_MB9d2BadXqf9IPMOQTT1M1wJuz2jA,,"Managing Director at the Mortenson Center in Global Engineering & Resilience, University of Colorado Boulder"
Joe Collenette,Director of Operations,Director,0,,65472250,https://www.linkedin.com/in/ACoAAAmJ4PIBgAljEknVQ8NX0ygizDD0ZCqRntQ,,Director of Operations | The Centre for Long-Term Resilience
Jahir Islam,Head of Service Operations,Director,1,,12977068,https://www.linkedin.com/in/ACoAAC72fAgBrymgOhAKL3LlwnvSEk0NhZihzQs,,International Recruitment Consulant
Michelle Tyler,Director of Operations,Director,7,,26217768,https://www.linkedin.com/in/ACoAAC0cJbAB09Bssd6S7VHjDO_8fYKWZbeVy-4,,Building healthier and more resilient communities
Casper T.,General Manager,Director,5,,74359522,https://www.linkedin.com/in/ACoAADZNY4IBRbIPKz19M1YBRKzUxsM51lBu5TQ,,Founder of Upeksha - Voices of Resilience | Music Production | Video Editing | Sociology | International Development Stu
Sunayana Sen,Director - Programmes and Operations,Director,1,,21433543,https://www.linkedin.com/in/ACoAAAL-nsMBaPZD-tkFZY1hK8SeVbaDrb6N_M0,,Climate Resilience & Disaster Risk Communication
Rainer Scherz,Deputy Head of Fractionation - Production Management,Director,2,,100249019,https://www.linkedin.com/in/ACoAABGwsEoBv4uFheSqqieIWviU57XKZgwJzL8,,Deputy Head of Fractionation - Production Management Octapharma
Olga Popova,Group Head of International Production Integration,Director,1,,100249019,https://www.linkedin.com/in/ACoAAB976D4Byed0AiGhcG75lPhCY_ueGHPo-5s,,Group Head of International Production Integration
João Coelho,Deputy General Manager,Director,12,,,https://www.linkedin.com/in/ACoAAAeRjP0BQLTf_zgGmjiFQ4sASVWSPRpj_tc,,General Manager
Cornelia K.,General Manager,Director,16,,,https://www.linkedin.com/in/ACoAAAH5oqABXJJU9jK5EpTKThXdSnjtvayll58,,General Manager Octapharma Handelsgesellschaft Österreich
Susanne Ommerborn,General Manager Switzerland,Director,9,,,https://www.linkedin.com/in/ACoAAARIJGABih0LAMV6Z4b1GjFfHWgdB6HTCOw,,General Manager Switzerland Octapharma AG
Ernest Vögerle,Group Director Production IT,Director,1,,100249019,https://www.linkedin.com/in/ACoAABM1CMkBShWSsq_wSwLQ8Zq7MxMzzGGrOqQ,,Group Director Production IT & Head of IT Vienna
Arnaud Bruckert,Head of Manufacturing Science & Technology (Lingolsheim),Director,0,,9132471,https://www.linkedin.com/in/ACoAAA1EKjMBJ5wF6MUVfbcYaZpI01IRvUa2dlM,,Deputy head QA Systems chez Octapharma
Paresh Patel,Site Digital Head,Director,1,,72516576,https://www.linkedin.com/in/ACoAAAQW5LIBNrQOkND6W4urIh_KhWHlx2n0T0w,,Proven IT leader for Biotech/Healthcare/Life Science companies
Sri Adapa,"General Manager Canada; Member, Global Management Team, Octapharma AG",Director,15,,82349694,https://www.linkedin.com/in/ACoAAAN1hV8BgdzBcJoq9j1j7xjPN8UmnwEMWxk,,Approaching life and work with mischievous seriousness.
Errick Highbaugh,Director Manufacturing and Sterile Operations,Director,3,,94957203,https://www.linkedin.com/in/ACoAAAJsyegB910jTimxs2-56MRCrNqGuSQnvFc,,"Director , Manufacturing and Sterile Operations"
Chad Brake,Director of Business Operations (OpEx | Learning & Development),Director,2,,94957203,https://www.linkedin.com/in/ACoAAA2egqIByu3o5q0JN9zydNi0mHjRgYRUWNU,,Director of Business Operations (OpEx | Learning & Development)
Dawn Kidd,Director Of Operations,Director,6,,49089663,https://www.linkedin.com/in/ACoAABpkZi4B-4KHYLMIvBOXiLUu--3iYMJ68fI,,Director of Operations | Strategic Brand Visionary | Event Curation & Experience Design | Legacy Builder
Milan Tomic,"Senior Director R&D, Acting Site Head, Resilience Government Services",Director,5,,94957203,https://www.linkedin.com/in/ACoAAAFm_lABINfV3bNdVcQfyiC21B30sFaTs5g,,Product Development and Quality Professional
RAHERINJATOVO Nirina,General Manager,Director,1,,,https://www.linkedin.com/in/ACoAAAnCwOwBvUiVU_98fMtm1wJKQ9uWLd-CeqE,,Geologist and Mining engineer
Arnel Capili,Director Operations Center,Director,3,,69143470,https://www.linkedin.com/in/ACoAAATIe9ABmJn_lo1ZEaMBk5uVTQ-T4uIp-P8,,Disaster Risk Management Specialist
Sally Hutchinson,General Manager Canopy Communities,Director,2,,97929633,https://www.linkedin.com/in/ACoAAANRHVMBimspfFhsXk5sQ_yZCtpMof8KSpQ,,GM Communities @ The Resilience Canopy
Craig Dalton,Head of Operations,Director,2,,102346810,https://www.linkedin.com/in/ACoAAAUkMdMBA6NoDy8MDXSxtgMXMgaeA9C579w,,"Over 25 years experience in the Financial Services industry in the Isle of Man in Banking, Treasury and Cash Management,"
louai batikh,General manager,Director,4,,,https://www.linkedin.com/in/ACoAAA1h7MwBIgt6vovI0h3BfeBKJYTOTwunzNc,,general manager of resilience general trading. Dubai
Gregory Levato,General Manager,Director,2,,77660864,https://www.linkedin.com/in/ACoAAC43E74BkCVSKIp0C0PniwnpMLsYRkljLek,,General Manager
Tamara C.,Director of Operations,Director,0,,13661935,https://www.linkedin.com/in/ACoAAD63coEBwh3TVF_LvrLEt-8lUxiV4ga5zko,,Director of Operations | Risk-Focused Leadership | Proud Gumbaynggirr & Bundjalung woman
Rangetiner Barbara,General Manager,Director,12,,,https://www.linkedin.com/in/ACoAABBB85kBuazlezjVSw-her4wTcJGQUR1vX4,,--
John Siegal,Director of Operations,Director,1,,20091237,https://www.linkedin.com/in/ACoAADXf5-0BkmNJV-1ELwewDPJwwh1LCKY4A74,,LCSW
Sheila Allen,Director Of Operations,Director,9,,,https://www.linkedin.com/in/ACoAACKEH1EBsjAQK90GTm-mlGUkUEhazQboAsM,,Director of Operations
latra mav,General Manager,Director,15,,,https://www.linkedin.com/in/ACoAAC6f93EBzSJAztAsf1hScxhBZ6za29bnMDM,,Student at istanbul University
Jennifer  Okeke,Head of Operations,Director,2,,105120910,https://www.linkedin.com/in/ACoAABL_wakBFCArmxKaUSTVBMGPZWQI5J6_GRk,,Humanitarian/ Environmentalist/public health
Kristina Perry Alexander,Director of Operations,Director,1,,107252221,https://www.linkedin.com/in/ACoAAAEng84BSvkf3BaAtc-xd9zMSBZZWRQ4dp0,,Director of Operations
Christian Peter,Head of GMP Compliance Production,Director,0,,,https://www.linkedin.com/in/ACoAAAq5vnUB0UQz353lb2ucW8Ceb-b34xdJ58o,,Head of GMP Compliance Production
Charlotte Juhlin,Assistant to General Manager,Director,21,,,https://www.linkedin.com/in/ACoAABPKg48BSMG3Z3Z8Y_AHCKF5EjumNSmTKvs,,Executive Assistant på Octapharma AB
hicham bekkali,General Manager,Director,3,,,https://www.linkedin.com/in/ACoAAAOQc1oBxqf3wwPzVSH3mF9gE74JB4jLSIg,,General Manager chez Focus Trading Services
Patrick Cousins,Head of Operations,Director,0,,77576455,https://www.linkedin.com/in/ACoAAC6RcscBuplYuXmaVmQuDyO8hzALYDqYfZI,,Business Consultant
Kristoffer Ruiz,"Enterprise Operations & Resilience Director | Strategy, Risk & Execution",Director,8,,,https://www.linkedin.com/in/ACoAAGHMYJIBjIZJFfDB7_BwjxZVyey9GACNWuc,,"Director, Enterprise Resilience & Operations | Business Continuity, Crisis & Executive Enablement"
Kirit Parmar,Senior Director Of Engineering,Director,4,,10355561,https://www.linkedin.com/in/ACoAAAHiS9YBQbdIc5_BAJIAF4LFq_cybDBQ-To,,Engineering Lead @ Zeta Banking
Srikanth Bringu,Director of Engineering,Director,0,,10355561,https://www.linkedin.com/in/ACoAABAq-kQBpgjdhhCKJhIGS78yfHEaZseCGvI,,Engineering Leader | Zeta
Brendan Murphy,"General Manager, AUS/NZ",Director,0,,18763,https://www.linkedin.com/in/ACoAAAHSygYBXx9S2tGL1yhzZUe109_yuX0cb28,,AI Marketing | Identity | Loyalty | CDP | Gamification
Abhilash Rao,Director of Engineering,Director,0,,10355561,https://www.linkedin.com/in/ACoAAARUw6QBwZ22MeiE3aSvsEUcqPnj81Rx-XI,,Payments | Fintech | Engineering
Jillian Surdilla,Director of Operations,Director,2,,18100204,https://www.linkedin.com/in/ACoAADEeVMoBAfzUrF6bubpOqxpgVq1-Xu_fd08,,Marketing Intern at the International Marine Mammal Project
Liliane Kanaan,General Manager,Director,7,,,https://www.linkedin.com/in/ACoAABXswc0BCPxfgwiHTsnclod48eo3lcRZvl8,,North Africa Network Lead and General Manager Roche Diagnostics Egypt
Caroline Katz,"Sr. Director, Ad Operations",Director,0,,18763,https://www.linkedin.com/in/ACoAAACtxBQBspdCMRjjxzWUTcvbVm44PWuI0yM,,"Ad Tech, Publisher Growth and Principal Monetization Expert"
Adi Cohen,General Manager,Director,10,,,https://www.linkedin.com/in/ACoAABL0yHQBkzJTyKGToZ3V-B9PvjsGa9MjPkA,,Manager of sales territory BPS Eastern Europe and Israel & GM of Sartorius Israel
Josep Bassa,Site Director,Director,7,,,https://www.linkedin.com/in/ACoAAAGYZywB305iKSjv_zHQGSL6MtTEqYt4M4s,,Site Director en Roche Diagnostics Sant Cugat
Phil Kohler,"Director, Platform Operations",Director,6,,18763,https://www.linkedin.com/in/ACoAAAA-GJ0Bp5OnvdtSty0ecCQItAhmNTr27HM,,Business Process Management • Project Management • Quality Improvement • Strategic Operations & Enterprise Governance Ex
Maxim Maximov,Engineering Director DevOps/Country Manager,Director,6,,18763,https://www.linkedin.com/in/ACoAAAB5qyUB3lzrol0ndvZlrLrp33l0YbuWtdA,,"Engineering Director DevOps, Country manager"
Tim Lawrence,"Senior Director, Engineering",Director,0,,18763,https://www.linkedin.com/in/ACoAAAGM3doBjwQ-ma51GzEGNTmix4C6fYuczIU,,Sr Director Of Engineering
Marco Agüero,"Director of Engineering, Head of Site Reliability Engineering",Director,1,,18763,https://www.linkedin.com/in/ACoAAAGOsEsBAK6DXsHHQXY8mCUWZkVnb5kYphw,,⚙️ Director of Site Reliability Engineering · AI-Assisted Systems · Observability
Carolyn Fernandez,Resident Operations Director,Director,0,,27063367,https://www.linkedin.com/in/ACoAACRVbt4BD-pjEs1jmuBdPFrFkSio5igUNwA,,Resident Operations Director
Tamika Carrington,Operations Director,Director,4,,27063367,https://www.linkedin.com/in/ACoAADjpx3UBbPTmuJ5lSIq5t1MIL0l50BlzDvU,,Operations Director - Zeta Charter School
Rez Haque,"Senior Director, Core Platform Engineering",Director,1,,18763,https://www.linkedin.com/in/ACoAABGWGZ4BcmF4Zou-mqcSOck-F9NaS7gkmXQ,,"Engineering Leader | Ex-AWS | Distributed Computing, Data @ Scale"
Thomas Köcher,Core Facility Head Metabolomics,Director,10,,10398667,https://www.linkedin.com/in/ACoAADZwGvsBA8OGkJfcgKhg409wzhQ1GM7fQR0,,Head of metabolomics and small molecule mass spectrometry
Ailisa Proudfoot,Head of Reagent Operations,Director,2,,73191021,https://www.linkedin.com/in/ACoAAB5FzycB1OcWwAsZ2u6UIBbHXwEHNhhlkKs,,Head of Reagent Operations
Madhur Ahuja,Director of Engineering,Director,0,,10355561,https://www.linkedin.com/in/ACoAAAAp4GgBx2kxyVXJijanDN0aFmTiGs4rt28,,Engineering @ Zeta
Frank Kienle,Head of Digital Operations | NPC Operations,Director,0,,,https://www.linkedin.com/in/ACoAABUxp8QBw9ApmOKWzSckEtVJAJFROOhoIxs,,Head Digital Operations - Near Patient Care Operations
Guido Sander,General Manager Middle East,Director,4,,,https://www.linkedin.com/in/ACoAAAG1WCoB5FhjqKU5O8mzpQt_pqyiILMoNpE,,General Manager Middle East
Mohamed ElShaarawy,General Manager,Director,7,,9403120,https://www.linkedin.com/in/ACoAAANqx28BwDXRh_NPMA9GJWGOjwei0BaSxUk,,"General Manager, Roche UAE | Passionate about shaping healthcare ecosystems"
"Eric Rooney, CPA",Director - National Professional Resource Operations (NPRO),Director,14,,166408,https://www.linkedin.com/in/ACoAAAZ-QBIBwl_kgEqdrGKkwG1dLF4Vb_B3edQ,,Director - National Professional Resource Operations (NPRO)
"Jennifer Caren, CPA",Recruiting Operations Director,Director,1,,166408,https://www.linkedin.com/in/ACoAABJSdv4BikFiA3VT8eXT15hz6zaZvKd6GD0,,"Recruiting Director, Central Region"
Jeff Stone,"Director, Supply Chain",Director,1,,16264,https://www.linkedin.com/in/ACoAAAKNQIYBs0OjNAx4jmh1pdM-wvWxbL94G8Y,,Supply Chain
Andrea Gnesutta,Head of Business Operations,Director,1,,75393818,https://www.linkedin.com/in/ACoAAAlXPp8BT7NugQDUBoWZDOj71WXDQivKc_U,,Head of Business Operations - Roche Italy
Thomas Tluchor,Head of Facility Management,Director,2,,19012710,https://www.linkedin.com/in/ACoAAD8OoJAB89eBbEdmVUYLxhrQZFT0iPDiJ9s,,--
Richa Shorey,Director of Strategy & Operations,Director,2,,18763,https://www.linkedin.com/in/ACoAABx_N0UBqTF1ibKKrOXXnEAOuXQdTbz0w3k,,Director of Strategy & Ops
Aaron Ling,Director of Cloud Operations,Director,17,,66094,https://www.linkedin.com/in/ACoAAAAicYIBxzea7N8ZyAnA4Vkhspf_LYWPihQ,,Director of Cloud Operations -SaaS / IaaS / DevOps / AWS
Blessington Palaparthi (Ph.D),Sr. Director of Engineering,Director,10,,18763,https://www.linkedin.com/in/ACoAAADGD_gBpOuNZPj6cPUFkIwGc8dcn8MZ1O8,,Engineering Leader | AI & Data Platforms | Scalable MarTech Ecosystems | Cloud-Native Architecture | ML-Driven Decision 
Wallace Ricardo,Director of Software Engineering,Director,2,,18763,https://www.linkedin.com/in/ACoAAAWw-TsBY-f7L7oEweMF1vKHPjclznnosN4,,Director of engineering
Sriram Kalagarla,Sr Director - Engineering,Director,3,,18763,https://www.linkedin.com/in/ACoAAABcySIBs0ZKtDSt-QZgwhEnpgPN7mLEKvs,,Strategic Software Development Leader with Exceptional Execution and Innovation
Sneha Guduru,Sr Director of Product & Engineering,Director,1,,18763,https://www.linkedin.com/in/ACoAABOLOmMBDhpmATJpqNUTUho6GK47lpyASP4,,Product Manager | Marketing Technology |CSPO
Petula Nicholson,"Director, Product Launch Operations",Director,0,,18763,https://www.linkedin.com/in/ACoAAACRDSMB-1DsBIoAeQYGxb1yjHZNhFPe5pE,,"Director, Product Launch Operations"
Andrey Ivanov,General Manager,Director,17,,,https://www.linkedin.com/in/ACoAABWWwHkB_6n1jyehZk8ll332RoGVCe7b6bY,,General manager - DESTEK LLC (Roehm group)
Michael Lodewijckx,Senior Director of Engineering,Director,3,,35527546,https://www.linkedin.com/in/ACoAAAE87o4BL-AI1q6LBI-61ADdOmPDYHRSLq4,,Senior Director of Engineering
Alex S.,"Director, Services Operations",Director,0,,18763,https://www.linkedin.com/in/ACoAAAR4h6IBQJ85aMHTOP6CX56_ZGtI-Su5Fn0,,"Director, Services Operations"
PIERRE LEFEBVRE,Director of Revenue Operations,Director,0,,18763,https://www.linkedin.com/in/ACoAAAX5a6ABUmsvSihy3usgyiqAkaoGPpaDkfg,,"Director, Revenue Operations"
Sandeep Suri,Director of Engineering,Director,2,,10355561,https://www.linkedin.com/in/ACoAAAMkfzMBmIHTfWUXE-Hogb9buxMFATAtd6U,,Head of Engineering - Payzapp (Zeta)
Chandra Sekhar Dhanekula,Director of Engineering,Director,0,,10355561,https://www.linkedin.com/in/ACoAAAZYvwoBJgaZ8qO_1IEmdeotYNuqou1ftKs,,"Director - Data Platforms | Infrastructure Transformation | IIM-A & BITS Pilani Alumnus | Ex Adobe, Amazon"
Sridhar Rao Errabelli,Director of Engineering,Director,1,,10355561,https://www.linkedin.com/in/ACoAAAPrlwUBPAjTUzqNPXbSjbRiDs2LLXVp584,,"Engineering Leadership, SaaS, Product Engineering"
Ganesh R,Associate Director - Release Engineering,Director,2,,10355561,https://www.linkedin.com/in/ACoAAAFD2HwBqtTcLnC0TWblqPxy_8514X9qgtw,,Associate Director | AWS Certified Cloud Architect | Java | Android | Distributed Systems | Microservices | Payments & B
Mrinal Trivedi,Director of Engineering,Director,3,,10355561,https://www.linkedin.com/in/ACoAAAmTafABmYXftoapcBwCXSvpofM-coHwFvg,,Director Of Engineering at Zeta Suite (DirectI)
Phani Marupaka,Associate Director / Sr. Engineering Manager - AI Product & Solution Architect,Director,2,,10355561,https://www.linkedin.com/in/ACoAAAcCUF4BuTVVqiedWAUGok_7RzrY3Ut4vZ8,,"AI Strategy Leader | Sales, Engineering & Product Innovation | Cross-functional leader with 14+ years exp | Driving Scal"
Sébastien BOUR,Head of Operations,Director,1,,940169,https://www.linkedin.com/in/ACoAAAw_RO8BNS0D7yD6cXV9GMFTWdLEj5wn4Q8,,Head of Operations chez Polyplus-transfection®
Amy Fitzgerald,Head of Operations,Director,0,,863307,https://www.linkedin.com/in/ACoAAEP-CSABGHLymgCwHppg0c9QVcgiAX00A4o,,Head of Operations at Zeta Services ® 
Ian McEvoy,Operations Director,Director,3,,863307,https://www.linkedin.com/in/ACoAAAzO_HYBVur-H1L1y1or84w5Yt0AulL6tRQ,,Operations Director- Zeta Compliance Services Ltd
Chris De Bonte,IT Site Head,Director,0,,31852,https://www.linkedin.com/in/ACoAABQop1wBGA5Z3airPnmPCD_NDXUDUyxeojk,,Deskside Support Technician
Hermann Tebbe,Head Facilities & Engineering - Pharma Biotech Penzberg,Director,8,,31852,https://www.linkedin.com/in/ACoAABGynC8BABCP_JMm9lSQhUa6KhCWUx5RhQo,,Senior Biotech Expert
Elizaveta Ivanova,Director of Recruitment,Director,1,,,https://www.linkedin.com/in/ACoAADvcK_MBa12egqgkU5jLLJ1IKDaR1513IO0,,Bachelor of Business Administration | Master’s in International Business | University of Florida
Grit Müller,Site Head / Geschäftsführerin,Director,4,,,https://www.linkedin.com/in/ACoAABrhPx4B3GcaDxWeI2Fa_i3pbEJmEqhb0f8,,Site Head/Managing Director @ Sandoz | Board Member VCI Nordost | Vice Chairman Pharma Deutschland Ost | Chairman Life S
Alex Labute,Operations Director,Director,1,,27001465,https://www.linkedin.com/in/ACoAAElLUFIBA-11L8PPfMdv3dcHy6DFVnr0Z14,,Aspiring CPA
Jeremy Madvin,Managing Director,Director,1,,1794492,https://www.linkedin.com/in/ACoAAAGP5c4BIYAJPBouxtSjuMR0dEQy2geyrhE,,President
Jeremy Sanchez,General Manager,Director,9,,40692290,https://www.linkedin.com/in/ACoAAAPwTpABnKRHjjXxZFco165GQr0uFO74Pkk,,CEO
Elisa Montealegre,Mid-Atlantic Relationship Associate Director (National Employee Enhancement Operations),Director,0,,166408,https://www.linkedin.com/in/ACoAAA517aIB80vMhK9kU2Tb_b1mLXnUgy0cBNU,,Building Partnerships That Drive Results | Strategic Program Manager | Execution & Measurable Outcomes  | Sales Enableme
Andres Fierro Morales,"Senior Director, Programs and Operations",Director,1,,104569753,https://www.linkedin.com/in/ACoAACduQ3YB1DALqa2wMDAp3xDksrDEeZ9ThUo,,"Senior Director, Programs & Operations @ZETA"
Tim Kelly,Managing Director,Director,5,,65589544,https://www.linkedin.com/in/ACoAAAXRjaEBTJ0RjqLd6R06fFidByuNRh3S0kU,,Founder | Aero Engineer | Social Enterprise
Alex Vallejo,"Director, Client Experience Operations",Director,0,,18763,https://www.linkedin.com/in/ACoAAARCruIBwhqEzvnhYwXWA63zowvkRkIHGTc,,Director - Client Experience Operations
Ömer Faruk Özer,General Manager,Director,7,,10382611,https://www.linkedin.com/in/ACoAAASeJi8B9R6DGz1xt0uMyRREUdJwHLCkQ-U,,Zeta Kauçuk
Mohamed Elfakhfekh,General Manager,Director,7,,11782224,https://www.linkedin.com/in/ACoAAC9QTfkBK9cWpCNWFH9TGyUmK0wueq3B2OA,,General Manager @ ZETABOX | IT Project Management
Ronald Lo,General Manager,Director,3,,,https://www.linkedin.com/in/ACoAAAfRkWoBohSCtkQrPnSDokRPxTuY1HpIXvM,,"General Manager, Roche Diagnostics | Passionate about Transforming Patient Outcomes with IVD & MedTech Innovation"
Anton Gutscher,General Manager,Director,3,,,https://www.linkedin.com/in/ACoAAAq9qwEBW6qPFidaWfd0tsH_11pMJSiwYlo,,General Manager Roche Diagnostics Russia
Matthew Lopez,"Director, SBX Molecular Engineering",Director,0,,9403120,https://www.linkedin.com/in/ACoAAAqgY_UBUC-8-00o1rk6V2TqijBsu5Rp_jY,,"Director, SBX Molecular Engineering Roche Diagnostics Seattle"
Manuel Marques,Head of Operations Site,Director,4,,,https://www.linkedin.com/in/ACoAABDPcFsBSN0jvN0EJsKO_znYWLar3oKZ5gQ,,Directeur Général chez Sartorius Chromatography Equipment S.A.S
Sandra Petersen,Head of Production Quality & Documentation,Director,2,,,https://www.linkedin.com/in/ACoAABGFq0QBgmo3_fRDgfA8V5-vARKY5kT6k5E,,Betriebsassistentin
Martin Koch,Head of Instrument Manufacturing Mannheim,Director,1,,,https://www.linkedin.com/in/ACoAABTK5X8Begv4xZeuAXdV0U3ZQN862OL85F4,,Head of Instrument Manufacturing Mannheim
Thierry Keller,Head of Production Assembly & Packaging,Director,0,,,https://www.linkedin.com/in/ACoAAAtOWT8BUam2G1B84K6_kZ-VSM28cWecieo,,Head of Electrodes & Assembly Operations
